titre,date,contenu,url
Loup : Frédérique Puissat interpelle à nouveau le ministre de l’Agriculture,09 janv. 2022 à 19:40,"Face aux attaques de loups qui se multiplient sur notre territoire, la sénatrice LR de l’Isère, dans une question écrite au ministre de l’Agriculture, interpelle à nouveau Julien Denormandie. L’élue se montre particulièrement inquiète « du changement de comportement du prédateur » qui « se rapproche des habitations et s’attaque maintenant aux animaux domestiques ». Et de citer, en guise d’exemple, la dernière attaque de décembre dernier où, sur la terrasse d’une maison à Saint-Paul-de-Varces, un chien s’était fait attaquer par un loup. « Après les bêtes d’élevage, maintenant les animaux domestiques, que devons-nous craindre pour la suite ? », interroge la sénatrice. Avant de réclamer la mise en place « d’urgence » d’actions concrètes « face aux nouveaux comportements du prédateur et des risques toujours plus présents d’insécurité dans lesquels se trouvent désormais nos concitoyens ».",https://www.ledauphine.com/environnement/2022/01/09/loup-frederique-puissat-interpelle-a-nouveau-le-ministre-de-l-agriculture
Les producteurs de cerises et de raisins de table œuvrent pour une filière d’excellence,09 janv. 2022 à 19:17,"La filière cerise de bouche veut croire en son avenir. Les professionnels se mobilisent pour échanger et capitaliser leurs expériences, trouver des réponses face aux risques climatiques et sanitaires, qui pèsent... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/les-producteurs-de-cerises-et-de-raisins-de-table-oeuvrent-pour-une-filiere-d-excellence
Un groupement de canards dans la baie de Grésine,09 janv. 2022 à 19:06,"Spectacle rarissime, un après-midi de la semaine dernière sur le lac du Bourget, entre... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/un-groupement-de-canards-dans-la-baie-de-gresine
"Vars : malgré quelques difficultés, un bilan des vacances positif en station",09 janv. 2022 à 19:00,"Après les vacances de Noël, c'est l'heure du bilan pour les stations des Alpes du Sud. « Nous travaillons avec un observatoire et nos chiffres sont calculés par rapport à N-2, de manière à comparer des offres de produits similaires, explique Nicole Gaillan, directrice de l’office de tourisme. Cette année, nous avons fait “Vars en scène” avec une explosion et nous avons constaté que cet... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/a-l-office-de-tourisme-bilan-des-vacances-globalement-positif
Le marché dominical peut compter sur ses fidèles clients,09 janv. 2022 à 18:58,"C’est un marché qui a ses fidèles et constitue pour de nombreux Orangeois l’occasion de sortir le dimanche matin et de se... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/le-marche-dominical-peut-compter-sur-ses-fideles-clients
"Au hameau de chez Cadon, la RD 23 rouvre ce lundi 10 janvier",09 janv. 2022 à 18:56,"Le 29 décembre dernier, une coulée de boue avait obligé... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/au-hameau-de-chez-cadon-la-rd-23-rouvre-ce-lundi-10-janvier
La ligne électrique entre Les Salelles et Besseges rénovée,09 janv. 2022 à 18:55,"Ces travaux d’installation de pylônes neuf, (notre photo à Malbosc) en remplacement d’anciennes... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/la-ligne-electrique-entre-les-salelles-et-besseges-renovee
Projection-débat du film “Être avec les abeilles”,09 janv. 2022 à 18:47,"Jeudi 13 janvier, à 20 heures, au sein cinéma le France se tiendra une projection... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/projection-debat-du-film-etre-avec-les-abeilles
"Une boucherie et un bar brasserie vont ouvrir, avec la création de six emplois",09 janv. 2022 à 18:38,"C’est une bonne nouvelle pour l’activité économique de la commune et pour son... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/une-boucherie-et-un-bar-brasserie-vont-ouvrir-avec-la-creation-de-six-emplois
Des bennes installées cette semaine pour collecter les sapins,09 janv. 2022 à 18:35,"Comme chaque année, des bennes vertes vont être mises à... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2021/12/29/des-bennes-mises-en-places-mi-janvier-pour-collecter-les-sapins-de-noel
Le premier budget participatif arrive à son terme,09 janv. 2022 à 18:35,"La maire Nadine Reux a fait le point sur le premier budget participatif, ce jeudi 6. Dès la campagne pour les municipales, le lancement d’un budget participatif a été évoqué, a souligné Nadine Reux, maire, pour que... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/le-premier-budget-participatif-arrive-a-son-terme
Trier le verre pour aider la Ligue contre le cancer,09 janv. 2022 à 18:34,"Mardi 4 janvier, Laurence Boiron, maire de Saint-Paul-sur-Yenne et vice-présidente de la Communauté de communes... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/environnement/2022/01/09/trier-le-verre-pour-aider-la-ligue-contre-le-cancer
Ouverture d’un magasin de vente directe à la ferme,09 janv. 2022 à 18:33,"Notre commune peut s’enorgueillir d’avoir sur son territoire de jeunes agriculteurs qui s’adaptent aux nouveaux modes de consommations.... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/ouverture-d-un-magasin-de-vente-directe-a-la-ferme
Le marché a repris place sur le Champ Dunand,09 janv. 2022 à 18:32,"Samedi 8 janvier, le marché du Lyaud a repris sa place sur le Champ... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/le-marche-a-repris-place-sur-le-champ-dunand
"Sur le domaine skiable, la consommation des forfaits évolue",09 janv. 2022 à 18:31,"À la Sem Sedev, c’est aussi l’optimisme qui règne après ces vacances. « Bien que nous n’ayons pas pu faire de pré-ouverture début décembre,... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/sur-le-domaine-skiable-la-consommation-des-forfaits-evolue
Des professionnels satisfaits des vacances,09 janv. 2022 à 18:31,"« On est content, se réjouit Laurent Piolle,... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/des-professionnels-satisfaits-des-vacances
Des sourires dans l’hôtellerie et la restauration,09 janv. 2022 à 18:31,"« Nous avons bien travaillé, même avec beaucoup de... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/des-sourires-dans-l-hotellerie-et-la-restauration
Une scierie qui entend pérenniser son développement,09 janv. 2022 à 18:18,"La préfète était accompagnée par Dominique Cros de la direction départementale de l’emploi et de la solidarité, Nathalie Zammit, vice-présidente du Département, et Isabelle... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/une-scierie-qui-entend-perenniser-son-developpement
Une campagne d’affichage dans le métro,09 janv. 2022 à 17:57,"Les fêtes de Noël terminées, les professionnels du tourisme sont déjà tournés vers les vacances de février. La promotion... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/une-campagne-d-affichage-dans-le-metro
"Malgré la crise, un bon bilan touristique lors des vacances d’hiver",09 janv. 2022 à 17:25,"« Nous avions des prévisions mitigées avant le début des vacances, puis nous avons finalement constaté une fréquentation de 50 % de fréquentation la... ...pour lire la suite, rejoignez notre communauté d'abonnés et accédez à l'intégralité de nos articles sur le site et l'application mobile à partir de 1 €  le 1er mois, sans engagement de durée",https://www.ledauphine.com/economie/2022/01/09/malgre-la-crise-un-bon-bilan-touristique-lors-des-vacances-d-hiver
